下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
4,中央政治局会议,4月29日,T,传媒,3,1,2,0,0.333333,0.666667,0.0,0.017872
4,中央政治局会议,4月29日,T,医药,3,1,2,0,0.333333,0.666667,0.0,0.00448
4,中央政治局会议,4月29日,T,国防军工,3,3,0,0,1.0,0.0,0.0,0.026746
4,中央政治局会议,4月29日,T,基础化工,3,3,0,0,1.0,0.0,0.0,0.016278
4,中央政治局会议,4月29日,T,家电,3,3,0,0,1.0,0.0,0.0,0.018747
4,中央政治局会议,4月29日,T,有色金属,3,3,0,0,1.0,0.0,0.0,0.016937
4,中央政治局会议,4月29日,T,汽车,3,3,0,0,1.0,0.0,0.0,0.021196
4,中央政治局会议,4月29日,T,消费者服务,3,3,0,0,1.0,0.0,0.0,0.017304
4,中央政治局会议,4月29日,T,电子,3,3,0,0,1.0,0.0,0.0,0.029383
4,中央政治局会议,4月29日,T,石油石化,3,2,1,0,0.666667,0.333333,0.0,0.012774
4,中央政治局会议,4月29日,T,纺织服装,3,2,1,0,0.666667,0.333333,0.0,0.013495
4,中央政治局会议,4月29日,T,综合,3,2,1,0,0.666667,0.333333,0.0,0.005541
4,中央政治局会议,4月29日,T,计算机,3,2,1,0,0.666667,0.333333,0.0,0.023114
4,中央政治局会议,4月29日,T,轻工制造,3,2,1,0,0.666667,0.333333,0.0,0.012217
4,中央政治局会议,4月29日,T,通信,3,2,1,0,0.666667,0.333333,0.0,0.008492
4,中央政治局会议,4月29日,T+1,交通运输,3,2,1,0,0.666667,0.333333,0.0,0.002068
4,中央政治局会议,4月29日,T+1,传媒,3,2,1,0,0.666667,0.333333,0.0,-0.001308
4,中央政治局会议,4月29日,T+1,医药,3,2,1,0,0.666667,0.333333,0.0,0.002257
4,中央政治局会议,4月29日,T+1,商贸零售,3,2,1,0,0.666667,0.333333,0.0,0.005159
4,中央政治局会议,4月29日,T+1,房地产,3,0,3,0,0.0,1.0,0.0,-0.012366
4,中央政治局会议,4月29日,T+1,汽车,3,3,0,0,1.0,0.0,0.0,0.013078
4,中央政治局会议,4月29日,T+1,电力及公用事业,3,2,1,0,0.666667,0.333333,0.0,0.001725
4,中央政治局会议,4月29日,T+1,钢铁,3,2,1,0,0.666667,0.333333,0.0,-0.00129
4,中央政治局会议,4月29日,T+5,石油石化,3,0,3,0,0.0,1.0,0.0,-0.01553
4,中央政治局会议,4月29日,T-1,交通运输,3,2,1,0,0.666667,0.333333,0.0,0.009052
4,中央政治局会议,4月29日,T-1,农林牧渔,3,2,1,0,0.666667,0.333333,0.0,-0.00677
4,中央政治局会议,4月29日,T-1,医药,3,1,2,0,0.333333,0.666667,0.0,-0.003742
4,中央政治局会议,4月29日,T-1,国防军工,3,3,0,0,1.0,0.0,0.0,0.006299
4,中央政治局会议,4月29日,T-1,家电,3,2,1,0,0.666667,0.333333,0.0,0.008341
4,中央政治局会议,4月29日,T-1,房地产,3,2,1,0,0.666667,0.333333,0.0,0.012548
4,中央政治局会议,4月29日,T-1,汽车,3,2,1,0,0.666667,0.333333,0.0,0.006698
4,中央政治局会议,4月29日,T-1,电力及公用事业,3,3,0,0,1.0,0.0,0.0,0.004157
4,中央政治局会议,4月29日,T-1,纺织服装,3,2,1,0,0.666667,0.333333,0.0,0.000357
4,中央政治局会议,4月29日,T-1,综合,3,2,1,0,0.666667,0.333333,0.0,0.003583
4,中央政治局会议,4月29日,T-1,轻工制造,3,2,1,0,0.666667,0.333333,0.0,-0.00075
4,中央政治局会议,4月29日,T-1,钢铁,3,2,1,0,0.666667,0.333333,0.0,0.004526
4,中央政治局会议,4月29日,T-1,非银行金融,3,1,2,0,0.333333,0.666667,0.0,0.008081
4,中央政治局会议,4月29日,T-5,汽车,3,1,2,0,0.333333,0.666667,0.0,0.001528
4,广交会春季,4月15日,T,交通运输,8,1,7,0,0.125,0.875,0.0,-0.006648
4,广交会春季,4月15日,T,传媒,8,0,8,0,0.0,1.0,0.0,-0.016469
4,广交会春季,4月15日,T,农林牧渔,8,1,7,0,0.125,0.875,0.0,-0.012492
4,广交会春季,4月15日,T,商贸零售,8,1,7,0,0.125,0.875,0.0,-0.011281
4,广交会春季,4月15日,T,基础化工,8,0,8,0,0.0,1.0,0.0,-0.012294
4,广交会春季,4月15日,T,建材,8,0,8,0,0.0,1.0,0.0,-0.015969
4,广交会春季,4月15日,T,建筑,8,1,7,0,0.125,0.875,0.0,-0.006146
4,广交会春季,4月15日,T,房地产,8,2,6,0,0.25,0.75,0.0,-0.012264
4,广交会春季,4月15日,T,有色金属,8,1,7,0,0.125,0.875,0.0,-0.008526
4,广交会春季,4月15日,T,机械,8,0,8,0,0.0,1.0,0.0,-0.009333
4,广交会春季,4月15日,T,汽车,8,2,6,0,0.25,0.75,0.0,-0.009401
4,广交会春季,4月15日,T,消费者服务,8,2,6,0,0.25,0.75,0.0,-0.011116
4,广交会春季,4月15日,T,电子,8,2,6,0,0.25,0.75,0.0,-0.009327
4,广交会春季,4月15日,T,综合,8,2,6,0,0.25,0.75,0.0,-0.010344
4,广交会春季,4月15日,T,计算机,8,1,7,0,0.125,0.875,0.0,-0.01046
4,广交会春季,4月15日,T,轻工制造,8,1,7,0,0.125,0.875,0.0,-0.011211
4,广交会春季,4月15日,T,钢铁,8,1,7,0,0.125,0.875,0.0,-0.013977
4,广交会春季,4月15日,T,非银行金融,8,0,8,0,0.0,1.0,0.0,-0.011024
4,广交会春季,4月15日,T+1,农林牧渔,8,2,6,0,0.25,0.75,0.0,-8e-05
4,广交会春季,4月15日,T+1,有色金属,8,3,5,0,0.375,0.625,0.0,-0.000235
4,广交会春季,4月15日,T+1,综合,8,3,5,0,0.375,0.625,0.0,-0.000115
4,广交会春季,4月15日,T+5,交通运输,8,2,6,0,0.25,0.75,0.0,-0.005163
4,广交会春季,4月15日,T+5,房地产,8,1,7,0,0.125,0.875,0.0,-0.01683
4,广交会春季,4月15日,T-1,交通运输,8,6,2,0,0.75,0.25,0.0,0.001848
4,广交会春季,4月15日,T-1,国防军工,8,6,2,0,0.75,0.25,0.0,0.005864
4,广交会春季,4月15日,T-1,建筑,8,6,2,0,0.75,0.25,0.0,0.008183
4,广交会春季,4月15日,T-1,电子,8,6,2,0,0.75,0.25,0.0,0.008248
4,广交会春季,4月15日,T-1,石油石化,8,6,2,0,0.75,0.25,0.0,0.001986
4,广交会春季,4月15日,T-1,计算机,8,6,2,0,0.75,0.25,0.0,0.008055
4,广交会春季,4月15日,T-1,通信,8,5,3,0,0.625,0.375,0.0,0.005112
4,广交会春季,4月15日,T-5,传媒,8,1,7,0,0.125,0.875,0.0,-0.014072
4,广交会春季,4月15日,T-5,农林牧渔,8,0,8,0,0.0,1.0,0.0,-0.012668
4,广交会春季,4月15日,T-5,商贸零售,8,0,8,0,0.0,1.0,0.0,-0.006895
4,广交会春季,4月15日,T-5,家电,8,1,7,0,0.125,0.875,0.0,-0.009084
4,广交会春季,4月15日,T-5,机械,8,3,5,0,0.375,0.625,0.0,-0.001864
4,广交会春季,4月15日,T-5,汽车,8,2,6,0,0.25,0.75,0.0,-0.003941
4,广交会春季,4月15日,T-5,消费者服务,8,2,6,0,0.25,0.75,0.0,-0.00444
4,广交会春季,4月15日,T-5,电力设备及新能源,8,1,7,0,0.125,0.875,0.0,-0.006466
4,广交会春季,4月15日,T-5,电子,8,1,7,0,0.125,0.875,0.0,-0.00836
4,广交会春季,4月15日,T-5,纺织服装,8,3,5,0,0.375,0.625,0.0,-0.002379
4,广交会春季,4月15日,T-5,综合,8,2,6,0,0.25,0.75,0.0,-0.005867
4,广交会春季,4月15日,T-5,计算机,8,1,7,0,0.125,0.875,0.0,-0.009848
4,广交会春季,4月15日,T-5,轻工制造,8,1,7,0,0.125,0.875,0.0,-0.006152
4,广交会春季,4月15日,T-5,通信,8,2,6,0,0.25,0.75,0.0,-0.006775
4,广交会春季,4月15日,T-5,钢铁,8,7,1,0,0.875,0.125,0.0,0.011287
