下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
12,中央经济工作会议,12月15日,T,房地产,11,2,9,0,0.181818,0.818182,0.0,-0.006448
12,中央经济工作会议,12月15日,T,煤炭,11,3,8,0,0.272727,0.727273,0.0,-0.004417
12,中央经济工作会议,12月15日,T,电力及公用事业,11,1,10,0,0.090909,0.909091,0.0,-0.006157
12,中央经济工作会议,12月15日,T+1,交通运输,11,8,3,0,0.727273,0.272727,0.0,0.00846
12,中央经济工作会议,12月15日,T+1,农林牧渔,11,9,2,0,0.818182,0.181818,0.0,0.007801
12,中央经济工作会议,12月15日,T+1,建材,11,9,2,0,0.818182,0.181818,0.0,0.007149
12,中央经济工作会议,12月15日,T+1,房地产,11,9,2,0,0.818182,0.181818,0.0,0.008705
12,中央经济工作会议,12月15日,T+1,消费者服务,11,8,3,0,0.727273,0.272727,0.0,0.012583
12,中央经济工作会议,12月15日,T+1,电力及公用事业,11,8,3,0,0.727273,0.272727,0.0,0.007571
12,中央经济工作会议,12月15日,T+1,钢铁,11,9,2,0,0.818182,0.181818,0.0,0.008238
12,中央经济工作会议,12月15日,T+1,银行,11,8,3,0,0.727273,0.272727,0.0,0.006307
12,中央经济工作会议,12月15日,T+5,房地产,11,4,7,0,0.363636,0.636364,0.0,-0.00655
12,中央经济工作会议,12月15日,T+5,煤炭,11,4,7,0,0.363636,0.636364,0.0,-0.006209
12,中央经济工作会议,12月15日,T+5,钢铁,11,3,8,0,0.272727,0.727273,0.0,-0.007886
12,中央经济工作会议,12月15日,T+5,银行,11,2,9,0,0.181818,0.818182,0.0,-0.010368
12,中央经济工作会议,12月15日,T-5,交通运输,11,7,4,0,0.636364,0.363636,0.0,0.002235
12,中央经济工作会议,12月15日,T-5,商贸零售,11,9,2,0,0.818182,0.181818,0.0,0.007924
12,中央经济工作会议,12月15日,T-5,家电,11,10,1,0,0.909091,0.090909,0.0,0.009495
12,中央经济工作会议,12月15日,T-5,建筑,11,9,2,0,0.818182,0.181818,0.0,0.006207
12,中央经济工作会议,12月15日,T-5,房地产,11,9,2,0,0.818182,0.181818,0.0,0.007417
12,中央经济工作会议,12月15日,T-5,有色金属,11,7,4,0,0.636364,0.363636,0.0,0.006391
12,中央经济工作会议,12月15日,T-5,煤炭,11,9,2,0,0.818182,0.181818,0.0,0.011451
12,中央经济工作会议,12月15日,T-5,电力及公用事业,11,8,3,0,0.727273,0.272727,0.0,0.004993
12,中央经济工作会议,12月15日,T-5,石油石化,11,8,3,0,0.727273,0.272727,0.0,0.004566
12,中央经济工作会议,12月15日,T-5,综合,11,9,2,0,0.818182,0.181818,0.0,0.005809
12,中央经济工作会议,12月15日,T-5,轻工制造,11,9,2,0,0.818182,0.181818,0.0,0.005555
12,中央经济工作会议,12月15日,T-5,非银行金融,11,9,2,0,0.818182,0.181818,0.0,0.010931
