下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
7,世界人工智能大会,7月4日,T,交通运输,7,1,6,0,0.142857,0.857143,0.0,-0.006107
7,世界人工智能大会,7月4日,T,医药,7,1,6,0,0.142857,0.857143,0.0,-0.006029
7,世界人工智能大会,7月4日,T,建材,7,2,5,0,0.285714,0.714286,0.0,-0.005605
7,世界人工智能大会,7月4日,T,建筑,7,1,6,0,0.142857,0.857143,0.0,-0.005861
7,世界人工智能大会,7月4日,T,有色金属,7,2,5,0,0.285714,0.714286,0.0,-0.001857
7,世界人工智能大会,7月4日,T,机械,7,1,6,0,0.142857,0.857143,0.0,-0.002531
7,世界人工智能大会,7月4日,T,消费者服务,7,2,5,0,0.285714,0.714286,0.0,-0.013657
7,世界人工智能大会,7月4日,T,煤炭,7,2,5,0,0.285714,0.714286,0.0,-0.001573
7,世界人工智能大会,7月4日,T,电力及公用事业,7,1,6,0,0.142857,0.857143,0.0,-0.003018
7,世界人工智能大会,7月4日,T,纺织服装,7,2,5,0,0.285714,0.714286,0.0,-0.005758
7,世界人工智能大会,7月4日,T,轻工制造,7,1,6,0,0.142857,0.857143,0.0,-0.007765
7,世界人工智能大会,7月4日,T,钢铁,7,1,6,0,0.142857,0.857143,0.0,-0.007115
7,世界人工智能大会,7月4日,T,银行,7,1,6,0,0.142857,0.857143,0.0,-0.009417
7,世界人工智能大会,7月4日,T,非银行金融,7,1,6,0,0.142857,0.857143,0.0,-0.007039
7,世界人工智能大会,7月4日,T+1,商贸零售,7,6,1,0,0.857143,0.142857,0.0,0.008302
7,世界人工智能大会,7月4日,T+1,家电,7,2,5,0,0.285714,0.714286,0.0,-0.003549
7,世界人工智能大会,7月4日,T+1,银行,7,2,5,0,0.285714,0.714286,0.0,-0.00705
7,世界人工智能大会,7月4日,T+5,基础化工,7,6,1,0,0.857143,0.142857,0.0,0.017208
7,世界人工智能大会,7月4日,T+5,家电,7,6,1,0,0.857143,0.142857,0.0,0.008463
7,世界人工智能大会,7月4日,T+5,有色金属,7,6,1,0,0.857143,0.142857,0.0,0.021764
7,世界人工智能大会,7月4日,T+5,机械,7,6,1,0,0.857143,0.142857,0.0,0.015243
7,世界人工智能大会,7月4日,T+5,电力及公用事业,7,6,1,0,0.857143,0.142857,0.0,0.012299
7,世界人工智能大会,7月4日,T+5,电力设备及新能源,7,6,1,0,0.857143,0.142857,0.0,0.019539
7,世界人工智能大会,7月4日,T+5,纺织服装,7,5,2,0,0.714286,0.285714,0.0,0.002467
7,世界人工智能大会,7月4日,T+5,钢铁,7,6,1,0,0.857143,0.142857,0.0,0.016237
7,世界人工智能大会,7月4日,T+5,银行,7,5,2,0,0.714286,0.285714,0.0,0.01183
7,世界人工智能大会,7月4日,T+5,非银行金融,7,6,1,0,0.857143,0.142857,0.0,0.010249
7,世界人工智能大会,7月4日,T-1,农林牧渔,7,2,5,0,0.285714,0.714286,0.0,-0.002303
7,世界人工智能大会,7月4日,T-1,建材,7,2,5,0,0.285714,0.714286,0.0,0.000291
7,世界人工智能大会,7月4日,T-1,银行,7,2,5,0,0.285714,0.714286,0.0,-0.001013
7,世界人工智能大会,7月4日,T-5,有色金属,7,1,6,0,0.142857,0.857143,0.0,-0.008151
