下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
4,中关村论坛,4月25日,T,有色金属,10,3,7,0,0.3,0.7,0.0,-0.007569
4,中关村论坛,4月25日,T,石油石化,10,8,2,0,0.8,0.2,0.0,0.001947
4,中关村论坛,4月25日,T,纺织服装,10,3,7,0,0.3,0.7,0.0,-0.000382
4,中关村论坛,4月25日,T+1,传媒,10,8,2,0,0.8,0.2,0.0,0.008148
4,中关村论坛,4月25日,T+1,医药,10,8,2,0,0.8,0.2,0.0,0.009462
4,中关村论坛,4月25日,T+1,家电,10,8,2,0,0.8,0.2,0.0,0.008118
4,中关村论坛,4月25日,T+1,有色金属,10,8,2,0,0.8,0.2,0.0,0.002985
4,中关村论坛,4月25日,T+1,消费者服务,10,10,0,0,1.0,0.0,0.0,0.012554
4,中关村论坛,4月25日,T+1,计算机,10,8,2,0,0.8,0.2,0.0,0.01149
4,中关村论坛,4月25日,T+1,轻工制造,10,8,2,0,0.8,0.2,0.0,0.005009
4,中关村论坛,4月25日,T+5,农林牧渔,10,7,3,0,0.7,0.3,0.0,0.027068
4,中关村论坛,4月25日,T+5,商贸零售,10,8,2,0,0.8,0.2,0.0,0.020774
4,中关村论坛,4月25日,T+5,电子,10,8,2,0,0.8,0.2,0.0,0.020057
4,中关村论坛,4月25日,T-1,家电,10,2,8,0,0.2,0.8,0.0,-0.001757
4,中关村论坛,4月25日,T-1,有色金属,10,3,7,0,0.3,0.7,0.0,-0.000823
4,中关村论坛,4月25日,T-1,银行,10,3,7,0,0.3,0.7,0.0,-0.001032
4,中关村论坛,4月25日,T-5,交通运输,10,3,7,0,0.3,0.7,0.0,-0.005586
4,中关村论坛,4月25日,T-5,医药,10,3,7,0,0.3,0.7,0.0,-0.001648
4,中关村论坛,4月25日,T-5,商贸零售,10,3,7,0,0.3,0.7,0.0,-0.001902
4,中关村论坛,4月25日,T-5,消费者服务,10,3,7,0,0.3,0.7,0.0,-0.006698
4,中关村论坛,4月25日,T-5,电力及公用事业,10,3,7,0,0.3,0.7,0.0,-0.00699
4,中关村论坛,4月25日,T-5,电子,10,3,7,0,0.3,0.7,0.0,-0.006766
4,中关村论坛,4月25日,T-5,综合,10,2,8,0,0.2,0.8,0.0,-0.007541
4,中关村论坛,4月25日,T-5,计算机,10,2,8,0,0.2,0.8,0.0,-0.008126
4,中央政治局会议,4月30日,T,传媒,11,7,4,0,0.636364,0.363636,0.0,0.019479
4,中央政治局会议,4月30日,T,医药,11,9,2,0,0.818182,0.181818,0.0,0.012318
4,中央政治局会议,4月30日,T,国防军工,11,9,2,0,0.818182,0.181818,0.0,0.012917
4,中央政治局会议,4月30日,T,基础化工,11,7,4,0,0.636364,0.363636,0.0,0.010839
4,中央政治局会议,4月30日,T,家电,11,9,2,0,0.818182,0.181818,0.0,0.018753
4,中央政治局会议,4月30日,T,有色金属,11,8,3,0,0.727273,0.272727,0.0,0.010109
4,中央政治局会议,4月30日,T,汽车,11,8,3,0,0.727273,0.272727,0.0,0.009487
4,中央政治局会议,4月30日,T,消费者服务,11,8,3,0,0.727273,0.272727,0.0,0.013944
4,中央政治局会议,4月30日,T,电子,11,9,2,0,0.818182,0.181818,0.0,0.016997
4,中央政治局会议,4月30日,T,石油石化,11,9,2,0,0.818182,0.181818,0.0,0.008241
4,中央政治局会议,4月30日,T,纺织服装,11,8,3,0,0.727273,0.272727,0.0,0.012829
4,中央政治局会议,4月30日,T,综合,11,8,3,0,0.727273,0.272727,0.0,0.007316
4,中央政治局会议,4月30日,T,计算机,11,8,3,0,0.727273,0.272727,0.0,0.015896
4,中央政治局会议,4月30日,T,轻工制造,11,8,3,0,0.727273,0.272727,0.0,0.011131
4,中央政治局会议,4月30日,T,通信,11,8,3,0,0.727273,0.272727,0.0,0.011541
4,中央政治局会议,4月30日,T+1,交通运输,11,10,1,0,0.909091,0.090909,0.0,0.008267
4,中央政治局会议,4月30日,T+1,传媒,11,9,2,0,0.818182,0.181818,0.0,0.016021
4,中央政治局会议,4月30日,T+1,医药,11,9,2,0,0.818182,0.181818,0.0,0.012059
4,中央政治局会议,4月30日,T+1,商贸零售,11,8,3,0,0.727273,0.272727,0.0,0.00651
4,中央政治局会议,4月30日,T+1,房地产,11,3,8,0,0.272727,0.727273,0.0,0.003763
4,中央政治局会议,4月30日,T+1,汽车,11,9,2,0,0.818182,0.181818,0.0,0.014497
4,中央政治局会议,4月30日,T+1,电力及公用事业,11,9,2,0,0.818182,0.181818,0.0,0.006417
4,中央政治局会议,4月30日,T+1,钢铁,11,10,1,0,0.909091,0.090909,0.0,0.007765
4,中央政治局会议,4月30日,T+5,石油石化,11,3,8,0,0.272727,0.727273,0.0,-0.004872
4,中央政治局会议,4月30日,T-1,交通运输,11,8,3,0,0.727273,0.272727,0.0,0.004666
4,中央政治局会议,4月30日,T-1,农林牧渔,11,8,3,0,0.727273,0.272727,0.0,0.000984
4,中央政治局会议,4月30日,T-1,医药,11,7,4,0,0.636364,0.363636,0.0,0.004302
4,中央政治局会议,4月30日,T-1,国防军工,11,8,3,0,0.727273,0.272727,0.0,0.007109
4,中央政治局会议,4月30日,T-1,家电,11,8,3,0,0.727273,0.272727,0.0,0.00574
4,中央政治局会议,4月30日,T-1,房地产,11,9,2,0,0.818182,0.181818,0.0,0.012985
4,中央政治局会议,4月30日,T-1,汽车,11,8,3,0,0.727273,0.272727,0.0,0.00634
4,中央政治局会议,4月30日,T-1,电力及公用事业,11,9,2,0,0.818182,0.181818,0.0,0.004129
4,中央政治局会议,4月30日,T-1,纺织服装,11,10,1,0,0.909091,0.090909,0.0,0.005404
4,中央政治局会议,4月30日,T-1,综合,11,10,1,0,0.909091,0.090909,0.0,0.009014
4,中央政治局会议,4月30日,T-1,轻工制造,11,8,3,0,0.727273,0.272727,0.0,0.004145
4,中央政治局会议,4月30日,T-1,钢铁,11,8,3,0,0.727273,0.272727,0.0,0.005112
4,中央政治局会议,4月30日,T-1,非银行金融,11,8,3,0,0.727273,0.272727,0.0,0.010195
4,中央政治局会议,4月30日,T-5,汽车,11,3,8,0,0.272727,0.727273,0.0,-0.002583
4,广交会春季,4月15日,T,交通运输,10,3,7,0,0.3,0.7,0.0,-0.002517
4,广交会春季,4月15日,T,传媒,10,0,10,0,0.0,1.0,0.0,-0.018853
4,广交会春季,4月15日,T,农林牧渔,10,2,8,0,0.2,0.8,0.0,-0.010226
4,广交会春季,4月15日,T,商贸零售,10,2,8,0,0.2,0.8,0.0,-0.011744
4,广交会春季,4月15日,T,基础化工,10,1,9,0,0.1,0.9,0.0,-0.009875
4,广交会春季,4月15日,T,建材,10,1,9,0,0.1,0.9,0.0,-0.01176
4,广交会春季,4月15日,T,建筑,10,3,7,0,0.3,0.7,0.0,-0.001349
4,广交会春季,4月15日,T,房地产,10,2,8,0,0.2,0.8,0.0,-0.011085
4,广交会春季,4月15日,T,有色金属,10,2,8,0,0.2,0.8,0.0,-0.006765
4,广交会春季,4月15日,T,机械,10,1,9,0,0.1,0.9,0.0,-0.007392
4,广交会春季,4月15日,T,汽车,10,3,7,0,0.3,0.7,0.0,-0.006778
4,广交会春季,4月15日,T,消费者服务,10,3,7,0,0.3,0.7,0.0,-0.010195
4,广交会春季,4月15日,T,电子,10,2,8,0,0.2,0.8,0.0,-0.008509
4,广交会春季,4月15日,T,综合,10,3,7,0,0.3,0.7,0.0,-0.01224
4,广交会春季,4月15日,T,计算机,10,1,9,0,0.1,0.9,0.0,-0.011371
4,广交会春季,4月15日,T,轻工制造,10,2,8,0,0.2,0.8,0.0,-0.012141
4,广交会春季,4月15日,T,钢铁,10,3,7,0,0.3,0.7,0.0,-0.010255
4,广交会春季,4月15日,T,非银行金融,10,2,8,0,0.2,0.8,0.0,-0.003426
4,广交会春季,4月15日,T+1,农林牧渔,10,2,8,0,0.2,0.8,0.0,-0.00236
4,广交会春季,4月15日,T+1,有色金属,10,3,7,0,0.3,0.7,0.0,-0.005117
4,广交会春季,4月15日,T+1,综合,10,3,7,0,0.3,0.7,0.0,-0.007979
4,广交会春季,4月15日,T+5,交通运输,10,3,7,0,0.3,0.7,0.0,-0.005848
4,广交会春季,4月15日,T+5,房地产,10,2,8,0,0.2,0.8,0.0,-0.018783
4,广交会春季,4月15日,T-1,交通运输,10,7,3,0,0.7,0.3,0.0,0.001522
4,广交会春季,4月15日,T-1,国防军工,10,7,3,0,0.7,0.3,0.0,0.004503
4,广交会春季,4月15日,T-1,建筑,10,7,3,0,0.7,0.3,0.0,0.007064
