下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
9,中国—东盟博览会,9月16日,T,农林牧渔,10,3,7,0,0.3,0.7,0.0,-0.007022
9,中国—东盟博览会,9月16日,T,医药,10,3,7,0,0.3,0.7,0.0,-0.007465
9,中国—东盟博览会,9月16日,T,商贸零售,10,3,7,0,0.3,0.7,0.0,-0.005134
9,中国—东盟博览会,9月16日,T,纺织服装,10,2,8,0,0.2,0.8,0.0,-0.004106
9,中国—东盟博览会,9月16日,T,通信,10,1,9,0,0.1,0.9,0.0,-0.006509
9,中国—东盟博览会,9月16日,T,钢铁,10,3,7,0,0.3,0.7,0.0,-0.009411
9,中国—东盟博览会,9月16日,T+1,有色金属,10,9,1,0,0.9,0.1,0.0,0.011838
9,中国—东盟博览会,9月16日,T+1,消费者服务,10,7,3,0,0.7,0.3,0.0,0.009459
9,中国—东盟博览会,9月16日,T+1,煤炭,10,10,0,0,1.0,0.0,0.0,0.011685
9,中国—东盟博览会,9月16日,T+1,电力及公用事业,10,8,2,0,0.8,0.2,0.0,0.005806
9,中国—东盟博览会,9月16日,T+5,纺织服装,10,3,7,0,0.3,0.7,0.0,-0.005747
9,中国—东盟博览会,9月16日,T-1,传媒,10,2,8,0,0.2,0.8,0.0,-0.007944
9,中国—东盟博览会,9月16日,T-1,农林牧渔,10,3,7,0,0.3,0.7,0.0,-0.005253
9,中国—东盟博览会,9月16日,T-1,基础化工,10,2,8,0,0.2,0.8,0.0,-0.008516
9,中国—东盟博览会,9月16日,T-1,家电,10,2,8,0,0.2,0.8,0.0,-0.007328
9,中国—东盟博览会,9月16日,T-1,汽车,10,2,8,0,0.2,0.8,0.0,-0.009265
9,中国—东盟博览会,9月16日,T-1,钢铁,10,3,7,0,0.3,0.7,0.0,-0.003967
9,中国—东盟博览会,9月16日,T-1,银行,10,3,7,0,0.3,0.7,0.0,-0.001162
9,中国—东盟博览会,9月16日,T-1,非银行金融,10,3,7,0,0.3,0.7,0.0,-0.003821
9,中国—东盟博览会,9月16日,T-5,农林牧渔,10,7,3,0,0.7,0.3,0.0,0.00121
9,中国—东盟博览会,9月16日,T-5,医药,10,8,2,0,0.8,0.2,0.0,0.002936
9,中国—东盟博览会,9月16日,T-5,商贸零售,10,7,3,0,0.7,0.3,0.0,0.003973
9,中国—东盟博览会,9月16日,T-5,建筑,10,3,7,0,0.3,0.7,0.0,-0.004068
9,中国—东盟博览会,9月16日,T-5,消费者服务,10,7,3,0,0.7,0.3,0.0,0.00385
9,中国—东盟博览会,9月16日,T-5,纺织服装,10,7,3,0,0.7,0.3,0.0,0.002135
9,中国—东盟博览会,9月16日,T-5,通信,10,7,3,0,0.7,0.3,0.0,0.002692
9,中国—东盟博览会,9月16日,T-5,非银行金融,10,3,7,0,0.3,0.7,0.0,-0.003905
9,服贸会,9月9日,T,传媒,6,4,2,0,0.666667,0.333333,0.0,0.001048
9,服贸会,9月9日,T,商贸零售,6,4,2,0,0.666667,0.333333,0.0,0.002039
9,服贸会,9月9日,T,房地产,6,4,2,0,0.666667,0.333333,0.0,0.004099
9,服贸会,9月9日,T,有色金属,6,2,4,0,0.333333,0.666667,0.0,-0.001312
9,服贸会,9月9日,T,煤炭,6,2,4,0,0.333333,0.666667,0.0,0.004662
