下一次月份,meeting_family,下一次召开_具体日期,window,industry,届数,上涨次数,下跌次数,持平次数,上涨概率,下跌概率,持平概率,平均涨跌幅
1,美联储FOMC议息会议,1月31日,T,传媒,24,17,7,0,0.708333,0.291667,0.0,0.01067
1,美联储FOMC议息会议,1月31日,T,汽车,24,17,7,0,0.708333,0.291667,0.0,0.007478
1,美联储FOMC议息会议,1月31日,T,石油石化,24,18,6,0,0.75,0.25,0.0,0.005866
1,美联储FOMC议息会议,1月31日,T,纺织服装,24,20,4,0,0.833333,0.166667,0.0,0.007935
1,美联储FOMC议息会议,1月31日,T+1,交通运输,24,5,19,0,0.208333,0.791667,0.0,-0.00446
1,美联储FOMC议息会议,1月31日,T+1,纺织服装,24,5,19,0,0.208333,0.791667,0.0,-0.004378
1,美联储FOMC议息会议,1月31日,T+1,非银行金融,24,7,17,0,0.291667,0.708333,0.0,-0.005335
